dataset,pdb_id,pocket_rank,druggability_total,druggability_class,volume_A3,centroid_x,centroid_y,centroid_z,num_residues,enclosure_ratio,mean_hydrophobicity,mean_sasa,mean_depth,mean_flexibility,mean_conservation,persistence_score,hbond_donors,hbond_acceptors,mean_electrostatic,gnn_druggability,druggability_cons,druggability_depth,druggability_enclosure,druggability_flex,druggability_hbond,druggability_hydro,druggability_topo,druggability_volume,structure_description,generated_utc,git_commit,tag,pure_gpu_mode,total_runtime_seconds,per_structure_ms,total_structures,gpu,driver,binary_path,binary_sha384,output_file,output_file_sha384,command
cryptobench_2025_GOLDEN,11bg,1,0.37566242218017576,DifficultTarget,85293.99205425002,8.411245222929933,32.829153927813145,68.04643630573243,128,1.0,-0.45700636942675094,0.0,0.0,21.658290870488308,0.0,0.5745525360107422,230,204,0.0,0.0,0.0,0.0,1.0,0.2165829087048831,0.4607218683651805,-0.45700636942675094,0.5745525360107422,85.29399205425001,A POTENTIAL ALLOSTERIC SUBSITE GENERATED BY DOMAIN SWAPPING IN BOVINE SEMINAL RIBONUCLEASE,2025-12-03T00:52:42.948817760+00:00,1594fcff3a9500e99ff83a3f7f5b792807919ce3,v1.0.0-golden,true,0.576,576.07,1,NVIDIA GeForce RTX 3060 Laptop GPU,581.15,/mnt/c/Users/Predator/Desktop/PRISM/target/release/prism-lbs,24319172a10085e2a6c67737c27835fc5c4c2c9afa01f81614b8c5cb8a10e99a9139539314fb3dc5560ba25c3faaa246,results/cryptobench_2025_GOLDEN/11bg.json,4198814b38fe36bcc3e6ba61bc7088547aca4026b76231fe4a7269f2be874e7589e8adcb59bc52e755b138f197595f8f,./target/release/prism-lbs --input benchmarks/datasets/cryptobench/pdb-files/ --output results/cryptobench_2025_GOLDEN/ --pure-gpu --format json batch --parallel 1
cryptobench_2025_GOLDEN,1a27,1,0.3901466503739357,DifficultTarget,135515.559277945,13.88184833228446,-1.1020132158590334,3.4083593455003243,209,1.0,-0.23083700440528643,0.0,0.0,33.09540591567025,0.0,0.51722651720047,333,292,0.0,0.0,0.0,0.0,1.0,0.3309540591567025,0.3933291378225299,-0.23083700440528643,0.51722651720047,135.515559277945,HUMAN 17-BETA-HYDROXYSTEROID-DEHYDROGENASE TYPE 1 C-TERMINAL DELETION MUTANT COMPLEXED WITH ESTRADIOL AND NADP+,2025-12-03T00:52:44.163904799+00:00,1594fcff3a9500e99ff83a3f7f5b792807919ce3,v1.0.0-golden,true,0.902,902.38,1,NVIDIA GeForce RTX 3060 Laptop GPU,581.15,/mnt/c/Users/Predator/Desktop/PRISM/target/release/prism-lbs,24319172a10085e2a6c67737c27835fc5c4c2c9afa01f81614b8c5cb8a10e99a9139539314fb3dc5560ba25c3faaa246,results/cryptobench_2025_GOLDEN/1a27.json,881d32d86c942126fda1b3334c144368c8483f40e9adbf9122b6a47fd7a03aad0afd05b721baa142f157531c91ee53d6,./target/release/prism-lbs --input benchmarks/datasets/cryptobench/pdb-files/ --output results/cryptobench_2025_GOLDEN/ --pure-gpu --format json batch --parallel 1
cryptobench_2025_GOLDEN,1a4u,1,0.378009968996048,DifficultTarget,219027.65997343097,11.124184176945969,-1.1351939600170102,16.57343896214376,302,1.0,-0.30106337728626326,0.0,0.0,24.416235644406612,0.0,0.5642874240875244,465,411,0.0,0.0,0.0,0.0,1.0,0.24416235644406611,0.3726074011059124,-0.30106337728626326,0.5642874240875244,219.02765997343096,ALCOHOL DEHYDROGENASE FROM DROSOPHILA LEBANONENSIS,2025-12-03T00:52:45.895345858+00:00,1594fcff3a9500e99ff83a3f7f5b792807919ce3,v1.0.0-golden,true,1.420,1419.94,1,NVIDIA GeForce RTX 3060 Laptop GPU,581.15,/mnt/c/Users/Predator/Desktop/PRISM/target/release/prism-lbs,24319172a10085e2a6c67737c27835fc5c4c2c9afa01f81614b8c5cb8a10e99a9139539314fb3dc5560ba25c3faaa246,results/cryptobench_2025_GOLDEN/1a4u.json,3f7fdab285dc0dc468849907e7607819fc462f6c7c5a4783fbde01f35163ea1d0bc58b567d4135833c4c600d75e7ca8b,./target/release/prism-lbs --input benchmarks/datasets/cryptobench/pdb-files/ --output results/cryptobench_2025_GOLDEN/ --pure-gpu --format json batch --parallel 1
cryptobench_2025_GOLDEN,1a4u,2,0.3397705100476742,DifficultTarget,35043.880279847996,9.49802362204724,4.082204724409449,12.176448818897635,17,1.0,-1.874803149606299,0.0,0.0,24.66070866141732,0.0,0.5149213075637817,35,23,0.0,0.0,0.0,0.0,1.0,0.24660708661417322,0.4566929133858268,-1.874803149606299,0.5149213075637817,35.043880279848,ALCOHOL DEHYDROGENASE FROM DROSOPHILA LEBANONENSIS,2025-12-03T00:52:45.895345858+00:00,1594fcff3a9500e99ff83a3f7f5b792807919ce3,v1.0.0-golden,true,1.420,1419.94,1,NVIDIA GeForce RTX 3060 Laptop GPU,581.15,/mnt/c/Users/Predator/Desktop/PRISM/target/release/prism-lbs,24319172a10085e2a6c67737c27835fc5c4c2c9afa01f81614b8c5cb8a10e99a9139539314fb3dc5560ba25c3faaa246,results/cryptobench_2025_GOLDEN/1a4u.json,3f7fdab285dc0dc468849907e7607819fc462f6c7c5a4783fbde01f35163ea1d0bc58b567d4135833c4c600d75e7ca8b,./target/release/prism-lbs --input benchmarks/datasets/cryptobench/pdb-files/ --output results/cryptobench_2025_GOLDEN/ --pure-gpu --format json batch --parallel 1
cryptobench_2025_GOLDEN,1a54,1,0.35347723215818405,DifficultTarget,130977.92219366401,16.319176267281115,33.78848732718899,16.832768433179723,110,1.0,-0.3690092165898617,0.0,0.0,15.612741935483868,0.0,0.5934503674507141,163,150,0.0,0.0,0.0,0.0,1.0,0.15612741935483868,0.36059907834101385,-0.3690092165898617,0.5934503674507141,130.977922193664,PHOSPHATE-BINDING PROTEIN MUTANT A197C LABELLED WITH A COUMARIN FLUOROPHORE AND BOUND TO DIHYDROGENPHOSPHATE ION,2025-12-03T00:52:46.857899946+00:00,1594fcff3a9500e99ff83a3f7f5b792807919ce3,v1.0.0-golden,true,0.629,628.91,1,NVIDIA GeForce RTX 3060 Laptop GPU,581.15,/mnt/c/Users/Predator/Desktop/PRISM/target/release/prism-lbs,24319172a10085e2a6c67737c27835fc5c4c2c9afa01f81614b8c5cb8a10e99a9139539314fb3dc5560ba25c3faaa246,results/cryptobench_2025_GOLDEN/1a54.json,1b0f9cae710dd1906483ad6d29049f185b0217d8d6175bd0d01175ec6692780eb2e26beada51cabbceb39df177fcc02d,./target/release/prism-lbs --input benchmarks/datasets/cryptobench/pdb-files/ --output results/cryptobench_2025_GOLDEN/ --pure-gpu --format json batch --parallel 1
cryptobench_2025_GOLDEN,1a54,2,0.33920665737241507,DifficultTarget,42365.10645465,17.33143150684931,43.43130136986303,14.98284931506849,21,1.0,-0.5184931506849315,0.0,0.0,11.677945205479451,0.0,0.6090959906578064,31,29,0.0,0.0,0.0,0.0,1.0,0.11677945205479451,0.410958904109589,-0.5184931506849315,0.6090959906578064,42.36510645465,PHOSPHATE-BINDING PROTEIN MUTANT A197C LABELLED WITH A COUMARIN FLUOROPHORE AND BOUND TO DIHYDROGENPHOSPHATE ION,2025-12-03T00:52:46.857899946+00:00,1594fcff3a9500e99ff83a3f7f5b792807919ce3,v1.0.0-golden,true,0.629,628.91,1,NVIDIA GeForce RTX 3060 Laptop GPU,581.15,/mnt/c/Users/Predator/Desktop/PRISM/target/release/prism-lbs,24319172a10085e2a6c67737c27835fc5c4c2c9afa01f81614b8c5cb8a10e99a9139539314fb3dc5560ba25c3faaa246,results/cryptobench_2025_GOLDEN/1a54.json,1b0f9cae710dd1906483ad6d29049f185b0217d8d6175bd0d01175ec6692780eb2e26beada51cabbceb39df177fcc02d,./target/release/prism-lbs --input benchmarks/datasets/cryptobench/pdb-files/ --output results/cryptobench_2025_GOLDEN/ --pure-gpu --format json batch --parallel 1
cryptobench_2025_GOLDEN,1a82,1,0.35244353748857976,DifficultTarget,15956.171198549999,13.055791666666668,29.880535714285728,21.38752380952381,23,1.0,0.08630952380952321,0.0,0.0,7.850654761904761,0.0,0.6360606551170349,36,31,0.0,0.0,0.0,0.0,1.0,0.07850654761904761,0.39880952380952384,0.08630952380952321,0.6360606551170349,15.956171198549999,"DETHIOBIOTIN SYNTHETASE FROM ESCHERICHIA COLI, COMPLEX WITH SUBSTRATES ATP AND DIAMINOPELARGONIC ACID",2025-12-03T00:52:47.473440028+00:00,1594fcff3a9500e99ff83a3f7f5b792807919ce3,v1.0.0-golden,true,0.295,295.14,1,NVIDIA GeForce RTX 3060 Laptop GPU,581.15,/mnt/c/Users/Predator/Desktop/PRISM/target/release/prism-lbs,24319172a10085e2a6c67737c27835fc5c4c2c9afa01f81614b8c5cb8a10e99a9139539314fb3dc5560ba25c3faaa246,results/cryptobench_2025_GOLDEN/1a82.json,82b1c1cf965e389b1595e6694e63d7232eb8946aa6bb0aea172e5b7b1fb83ec68d479dbd47dbf56c62f17468894f610a,./target/release/prism-lbs --input benchmarks/datasets/cryptobench/pdb-files/ --output results/cryptobench_2025_GOLDEN/ --pure-gpu --format json batch --parallel 1
cryptobench_2025_GOLDEN,1a82,2,0.3358738422393799,DifficultTarget,58525.333667388004,6.571362385321103,24.32558715596329,10.787064220183488,28,1.0,-1.0201834862385306,0.0,0.0,9.22862385321101,0.0,0.6230555772781372,46,44,0.0,0.0,0.0,0.0,1.0,0.0922862385321101,0.41284403669724773,-1.0201834862385306,0.6230555772781372,58.525333667388004,"DETHIOBIOTIN SYNTHETASE FROM ESCHERICHIA COLI, COMPLEX WITH SUBSTRATES ATP AND DIAMINOPELARGONIC ACID",2025-12-03T00:52:47.473440028+00:00,1594fcff3a9500e99ff83a3f7f5b792807919ce3,v1.0.0-golden,true,0.295,295.14,1,NVIDIA GeForce RTX 3060 Laptop GPU,581.15,/mnt/c/Users/Predator/Desktop/PRISM/target/release/prism-lbs,24319172a10085e2a6c67737c27835fc5c4c2c9afa01f81614b8c5cb8a10e99a9139539314fb3dc5560ba25c3faaa246,results/cryptobench_2025_GOLDEN/1a82.json,82b1c1cf965e389b1595e6694e63d7232eb8946aa6bb0aea172e5b7b1fb83ec68d479dbd47dbf56c62f17468894f610a,./target/release/prism-lbs --input benchmarks/datasets/cryptobench/pdb-files/ --output results/cryptobench_2025_GOLDEN/ --pure-gpu --format json batch --parallel 1
cryptobench_2025_GOLDEN,1a8d,1,0.4046304792165756,DifficultTarget,279557.48618175695,83.21689623430971,42.31748744769886,29.858069456066985,305,1.0,-0.536527196652721,0.0,0.0,36.31173221757327,0.0,0.5178747177124023,506,459,0.0,0.0,0.0,0.0,1.0,0.3631173221757327,0.40376569037656906,-0.536527196652721,0.5178747177124023,279.55748618175693,TETANUS TOXIN C FRAGMENT,2025-12-03T00:52:49.201096402+00:00,1594fcff3a9500e99ff83a3f7f5b792807919ce3,v1.0.0-golden,true,1.401,1400.90,1,NVIDIA GeForce RTX 3060 Laptop GPU,581.15,/mnt/c/Users/Predator/Desktop/PRISM/target/release/prism-lbs,24319172a10085e2a6c67737c27835fc5c4c2c9afa01f81614b8c5cb8a10e99a9139539314fb3dc5560ba25c3faaa246,results/cryptobench_2025_GOLDEN/1a8d.json,4ae44d2a38d76aad183f252e96e1e6708ddc6573df9b2bdb9f900e49eeac331ccefca944b30955690fc57820739ade4d,./target/release/prism-lbs --input benchmarks/datasets/cryptobench/pdb-files/ --output results/cryptobench_2025_GOLDEN/ --pure-gpu --format json batch --parallel 1
cryptobench_2025_GOLDEN,1a95,1,0.3759237036108971,DifficultTarget,291619.3070396679,25.82128176011348,119.31668239886461,40.52783286018446,378,1.0,-0.2707239176721081,0.0,0.0,27.99455287437896,0.0,0.5337098240852356,573,506,0.0,0.0,0.0,0.0,1.0,0.2799455287437896,0.3828956706884315,-0.2707239176721081,0.5337098240852356,291.6193070396679,XPRTASE FROM E. COLI COMPLEXED WITH MG:CPRPP AND GUANINE,2025-12-03T00:52:51.242104150+00:00,1594fcff3a9500e99ff83a3f7f5b792807919ce3,v1.0.0-golden,true,1.702,1702.07,1,NVIDIA GeForce RTX 3060 Laptop GPU,581.15,/mnt/c/Users/Predator/Desktop/PRISM/target/release/prism-lbs,24319172a10085e2a6c67737c27835fc5c4c2c9afa01f81614b8c5cb8a10e99a9139539314fb3dc5560ba25c3faaa246,results/cryptobench_2025_GOLDEN/1a95.json,8b1c71309b3c154fa5e13eda7620e3350b5f10bfcbf4b1ecda5d9cf8d0eed28a8a79ffe22bdffe55567f313cc4c32fbf,./target/release/prism-lbs --input benchmarks/datasets/cryptobench/pdb-files/ --output results/cryptobench_2025_GOLDEN/ --pure-gpu --format json batch --parallel 1
